"index";"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"Memory";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price"
178;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"AMD";"windows";"1.90";43317
179;"HP";"2 in 1 Convertible";13.3;3840;2160;1;"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.29";79867
180;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;16;"256GB SSD +  2TB HDD";"Hybrid";256;2048;"AMD";"linux";"2.02";55891
181;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.23";74539
182;"Lenovo";"2 in 1 Convertible";13.9;3840;2160;1;"Intel";"Core i7";1.8;16;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.4";98515
183;"Toshiba";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"128GB SSD";"SSD";128;0;"Intel";"windows";"2.0";42251
184;"Xiaomi";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"Nvidia";"N/A";"1.95";63883
185;"Dell";"Notebook";17.3;1920;1080;1;"Intel";"Core i7";1.8;16;"512GB SSD";"SSD";512;0;"Nvidia";"windows";"2.77";82531
186;"Dell";"Notebook";15.6;3840;2160;1;"Intel";"Core i7";2.8;16;"512GB SSD";"SSD";512;0;"Nvidia";"windows";"2.06";127712
187;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Nvidia";"N/A";"2.4";41505
188;"Acer";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";1.2;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.12";52694
189;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"AMD";"windows";"2.8";57809
191;"Vero";"Notebook";14.0;1920;1080;0;"Intel";"Celeron Dual";1.1;4;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"windows";"1.3";13853
192;"Xiaomi";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Nvidia";"N/A";"1.3";53275
193;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"Nvidia";"N/A";"2.8";37189
194;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.8;8;"1TB HDD";"HDD";1024;0;"Intel";"windows";"1.62";44702
195;"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";1.6;8;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";"2.5";48698
196;"Razer";"Gaming";17.3;3840;2160;1;"Intel";"Core i7";2.9;32;"1TB SSD";"SSD";1024;0;"Nvidia";"windows";"3.49";324955
197;"HP";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";1.6;8;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.49";51096
198;"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";"3.35";73473
199;"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"2.5";55678
200;"Dell";"Gaming";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"512GB SSD +  1TB HDD";"Hybrid";512;1024;"Nvidia";"windows";"2.65";98302
201;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"128GB SSD";"SSD";128;0;"Intel";"windows";"2.1";26267
202;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";"2.23";39534
203;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"512GB SSD +  1TB HDD";"Hybrid";512;1024;"Nvidia";"windows";"3.2";93187
204;"Dell";"Workstation";15.6;3840;2160;0;"Intel";"Xeon E3-1505M";3.0;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";"2.8";162770
205;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"512GB SSD";"SSD";512;0;"Nvidia";"N/A";"2.4";74485
206;"Dell";"Notebook";15.6;1366;768;1;"Intel";"Core i3";2.4;6;"1TB HDD";"HDD";1024;0;"Intel";"windows";"2.3";23390
207;"Dell";"Ultrabook";13.3;3840;2160;1;"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.21";103843
208;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"?";77203
210;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"1TB HDD";"HDD";1024;0;"Nvidia";"linux";"2.4";41505
211;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";"2.9";74965
212;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"500GB HDD";"HDD";500;0;"Intel";"N/A";"2.1";18595
213;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"N/A";"2.2";29251
214;"Huawei";"Ultrabook";13.0;2160;1440;0;"Intel";"Core i7";2.7;8;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.05";79867
215;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"AMD";"windows";"1.4";49651
216;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i5";2.5;8;"1TB HDD";"HDD";1024;0;"Nvidia";"N/A";"2.8";31382
217;"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"1.63";54932
218;"Dell";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.6";61219
219;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.8;16;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.62";68145
220;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"AMD";"linux";"2.2";36089
221;"Lenovo";"2 in 1 Convertible";14.0;1920;1080;0;"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.74";47899
222;"Toshiba";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.2";72621
223;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"1TB HDD";"HDD";1024;0;"Intel";"windows";"2.1";42304
224;"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";"4.42";130874
225;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"2.2";44329
226;"Dell";"Notebook";15.6;1920;1080;1;"Intel";"Core i7";2.7;16;"1TB HDD";"HDD";1024;0;"AMD";"windows";"2.3";45768
227;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"2";40972
228;"Asus";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD +  500GB HDD";"Hybrid";256;500;"Nvidia";"windows";"2.69";47472
229;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"1TB HDD";"HDD";1024;0;"AMD";"windows";"1.9";67612
230;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"1TB HDD";"HDD";1024;0;"Intel";"windows";"2.37";21258
231;"HP";"Notebook";15.6;1366;768;0;"AMD";"E-Series 9000e";1.5;4;"500GB HDD";"HDD";500;0;"AMD";"windows";"2.1";17582
232;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";"3.2";79867
233;"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.6";45768
234;"Acer";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.3;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.6";36710
235;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"256GB SSD";"SSD";256;0;"AMD";"linux";"2.36";47899
236;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"1TB HDD";"HDD";1024;0;"Intel";"linux";"2.1";20779
237;"Asus";"Notebook";15.6;1920;1080;0;"AMD";"A10-Series A10-9620P";2.5;4;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"AMD";"windows";"2.2";30636
238;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.9;32;"512GB SSD +  1TB HDD";"Hybrid";512;1024;"Nvidia";"windows";"4.7";207259
239;"Acer";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"2.5";45075
240;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;8;"128GB SSD";"SSD";128;0;"Intel";"windows";"7.2";31382
241;"Asus";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";"2.1";61006
242;"Asus";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.7;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"N/A";"2.69";47366
243;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"2.56";46833
244;"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.38";57489
245;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"128GB SSD +  2TB HDD";"Hybrid";128;2048;"AMD";"windows";"2.2";52481
246;"HP";"Notebook";15.6;1366;768;1;"Intel";"Core i5";2.5;8;"1TB HDD";"HDD";1024;0;"Intel";"windows";"2.04";29784
247;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.9;16;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"3.6";159787
248;"HP";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";1.6;4;"500GB HDD";"HDD";500;0;"Intel";"windows";"1.49";35964
249;"Apple";"Ultrabook";13.3;2560;1600;0;"Intel";"Core i5";3.1;8;"512GB SSD";"SSD";512;0;"Intel";"macos";"1.37";108691
250;"Dell";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";1.8;8;"1TB HDD";"HDD";1024;0;"Intel";"windows";"2.08";43636
251;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";"4.3";95851
252;"Asus";"Notebook";15.6;1366;768;0;"AMD";"A9-Series 9420";3.0;4;"1TB HDD";"HDD";1024;0;"AMD";"windows";"1.68";24988
253;"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;"Intel";"Core i7";1.8;8;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.37";98515
254;"Acer";"Notebook";17.3;1920;1080;0;"Intel";"Core i3";2.7;4;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"3";37403
255;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.41";50563
256;"HP";"Notebook";15.6;1366;768;0;"AMD";"A6-Series A6-9220";2.5;8;"128GB SSD";"SSD";128;0;"AMD";"windows";"1.91";23758
257;"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;16;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";"2.9";56424
258;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"512GB SSD +  1TB HDD";"Hybrid";512;1024;"Nvidia";"windows";"4.14";133147
259;"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";2.8;8;"512GB SSD";"SSD";512;0;"Nvidia";"windows";"2";90523
260;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"AMD";"windows";"2.8";60846
261;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"256GB SSD";"SSD";256;0;"Intel";"N/A";"2.2";23656
262;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"500GB HDD";"HDD";500;0;"Intel";"windows";"2.1";38468
263;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"1TB HDD";"HDD";1024;0;"Intel";"windows";"2.18";35005
264;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"1TB HDD";"HDD";1024;0;"AMD";"windows";"2.24";30103
265;"Dell";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"2.67";42571
266;"Asus";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.8;8;"512GB SSD +  512GB SSD";"SSD";512;512;"Intel";"windows";"4.1";79867
268;"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";"2.5";54239
269;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"2.05";46886
270;"Apple";"Ultrabook";13.3;2560;1600;0;"Intel";"Core i5";2.9;8;"512GB SSD";"SSD";512;0;"Intel";"macos";"1.37";104370
271;"Asus";"Gaming";17.3;1920;1080;0;"AMD";"Ryzen 1700";3.0;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"AMD";"windows";"3.2";82531
272;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"AMD";"linux";"2.14";39165
273;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;"Intel";"Core i7";2.6;16;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.36";133147
274;"Toshiba";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.5;8;"500GB HDD";"HDD";500;0;"Nvidia";"windows";"2.2";43263
275;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.7;12;"1TB HDD";"HDD";1024;0;"Intel";"windows";"2.3";37992
276;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"AMD";"linux";"2.8";58555
277;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";"2.2";39694
278;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i3";2.0;4;"1TB HDD";"HDD";1024;0;"Intel";"windows";"2.8";26054
279;"Lenovo";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"2TB HDD";"HDD";2048;0;"Nvidia";"N/A";"2.8";45235
280;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i7";2.7;6;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";"2.8";45768
281;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"1TB HDD";"HDD";1024;0;"AMD";"linux";"2.25";22804
282;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"2.5";44169
283;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;6;"256GB SSD";"SSD";256;0;"Intel";"windows";"2.2";30849
284;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"3";50669
285;"Acer";"Notebook";15.6;1920;1080;1;"Intel";"Core i7";2.7;12;"1TB HDD";"HDD";1024;0;"Intel";"windows";"2.15";35112
286;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.95";58448
287;"Asus";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"1.7";52055
288;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";"2.5";62817
289;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"1TB HDD";"HDD";1024;0;"Nvidia";"N/A";"2.2";35112
290;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.5;2;"16GB SSD";"SSD";16;0;"Intel";"other";"2.19";10603
291;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";"3";63243
292;"HP";"Notebook";17.3;1600;900;0;"Intel";"Core i3";2.0;8;"1TB HDD";"HDD";1024;0;"Intel";"windows";"2.54";26054
293;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"2";97449
294;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"2.05";39374
295;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";"3.2";69211
296;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"256GB SSD";"SSD";256;0;"Nvidia";"linux";"2.5";52161
297;"Dell";"Workstation";17.3;1920;1080;0;"Intel";"Core i7";2.9;16;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"3.42";153705
298;"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";"A10-Series 9600P";2.4;6;"1TB HDD";"HDD";1024;0;"AMD";"windows";"2.4";26587
299;"Asus";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"512GB SSD";"SSD";512;0;"Nvidia";"windows";"1.63";78215
300;"Asus";"Notebook";14.0;1366;768;0;"Intel";"Core i3";2.4;4;"128GB SSD";"SSD";128;0;"Intel";"windows";"1.3";27120
301;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";"2.9";113060
302;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i5";2.5;6;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";"5.8";34579
303;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"2TB HDD";"HDD";2048;0;"Nvidia";"N/A";"2.2";29251
304;"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";"2.5";67399
305;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.1;4;"1TB HDD";"HDD";1024;0;"Intel";"N/A";"2.2";19180
306;"HP";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.8;16;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.28";105228
307;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.5;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"2.2";55571
308;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";"2.3";43636
309;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"1TB HDD";"HDD";1024;0;"Intel";"windows";"1.86";24988
310;"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.1";53227
311;"Dell";"Ultrabook";13.3;3840;2160;1;"Intel";"Core i7";1.8;16;"1TB SSD";"SSD";1024;0;"Intel";"windows";"1.21";133147
312;"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";"2.8";111835
313;"Acer";"Notebook";15.6;1920;1080;0;"AMD";"A8-Series 7410";2.2;8;"256GB SSD";"SSD";256;0;"AMD";"windows";"2.23";24988
314;"Asus";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Dual";1.1;2;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"windows";"1.1";14652
315;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"AMD";"windows";"2.33";44968
316;"HP";"2 in 1 Convertible";13.3;3840;2160;1;"Intel";"Core i7";1.8;16;"1TB SSD";"SSD";1024;0;"Intel";"windows";"1.29";130483
317;"Lenovo";"Notebook";13.3;1366;768;0;"Intel";"Celeron Dual";1.6;4;"16GB Flash Storage";"Flash Storage";16;0;"Intel";"other";"1.45";24503
318;"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.95";52214
319;"Acer";"Notebook";11.6;1366;768;0;"Intel";"Pentium Quad";1.6;4;"128GB Flash Storage";"Flash Storage";128;0;"Intel";"windows";"1.4";25841
320;"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.48";68838
321;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i5";2.5;4;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";"2.79";31382
322;"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"2";58288
323;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i7";1.8;8;"1TB HDD";"HDD";1024;0;"Intel";"windows";"2.1";48059
324;"Acer";"Notebook";15.6;1366;768;0;"AMD";"A12-Series 9720P";2.7;8;"256GB SSD";"SSD";256;0;"AMD";"windows";"2.2";35112
325;"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.1;4;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"windows";"1.44";15558
326;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;6;"1TB HDD";"HDD";1024;0;"Intel";"windows";"8.23";29251
327;"Asus";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"1.7";55939
328;"HP";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.26";71129
329;"Dell";"Notebook";15.6;3840;2160;1;"Intel";"Core i7";2.8;32;"1TB SSD";"SSD";1024;0;"Nvidia";"windows";"2.06";140606
330;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";"2.7";63883
331;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"2.0";50243
332;"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Intel";"windows";"2";71076
333;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"1TB HDD";"HDD";1024;0;"Intel";"windows";"1.85";23923
334;"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"2.5";53227
335;"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.6;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.48";67559
337;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.84";60952
338;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"1TB HDD";"HDD";1024;0;"Intel";"linux";"2";14651
339;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"2";60886
340;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"500GB HDD";"HDD";500;0;"Intel";"linux";"2.2";14647
341;"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";"A12-Series 9720P";3.6;12;"2TB HDD";"HDD";2048;0;"AMD";"windows";"2.2";47899
342;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.4;8;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";"2.1";38148
343;"Lenovo";"2 in 1 Convertible";13.9;3840;2160;1;"Intel";"Core i7";1.8;16;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.4";111835
344;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.2";84129
345;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"256GB SSD +  2TB HDD";"Hybrid";256;2048;"Nvidia";"windows";"2.4";60153
346;"HP";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;2;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"windows";"1.44";14865
347;"Dell";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";1.9;16;"512GB SSD +  256GB SSD";"SSD";512;256;"Intel";"windows";"1.88";85672
348;"Asus";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Dual";1.1;4;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"windows";"1.5";19980
349;"Dell";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"1TB HDD";"HDD";1024;0;"AMD";"windows";"0.0002";35325
351;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.84";69477
352;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";"2.7";75072
353;"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"2.6";92615
