"level_0";"index";"Airline";"Date_of_Journey";"Source";"Destination";"Dep_Time";"Duration";"Total_Stops";"Additional_Info";"Price";"departure";"duration_mins";"arrival"
2082;2082;"Jet Airways";"2019-03-15";"Banglore";"New Delhi";"5:45";"9h 30m";"1 stop";"In-flight meal not included";9134;"2019-03-15 05:45:00";570;"2019-03-15 15:15:00"
2083;2083;"Air India";"2019-03-15";"Mumbai";"Hyderabad";"19:30";"1h 15m";"non-stop";"No info";3100;"2019-03-15 19:30:00";75;"2019-03-15 20:45:00"
2084;2084;"Air India";"2019-03-15";"Banglore";"New Delhi";"8:15";"4h";"1 stop";"No info";5013;"2019-03-15 08:15:00";240;"2019-03-15 12:15:00"
2085;2085;"Air India";"2019-03-18";"Banglore";"New Delhi";"10:00";"2h 45m";"non-stop";"No info";4441;"2019-03-18 10:00:00";165;"2019-03-18 12:45:00"
2086;2086;"Vistara";"2019-03-18";"Delhi";"Cochin";"14:55";"2h 55m";"non-stop";"No info";5586;"2019-03-18 14:55:00";175;"2019-03-18 17:50:00"
2087;2087;"SpiceJet";"2019-03-18";"Chennai";"Kolkata";"9:30";"2h 35m";"non-stop";"No check-in baggage included";3807;"2019-03-18 09:30:00";155;"2019-03-18 12:05:00"
2088;2088;"SpiceJet";"2019-03-18";"Chennai";"Kolkata";"8:20";"2h 15m";"non-stop";"No check-in baggage included";3807;"2019-03-18 08:20:00";135;"2019-03-18 10:35:00"
2089;2089;"Vistara";"2019-03-18";"Banglore";"New Delhi";"19:40";"2h 40m";"non-stop";"No info";12123;"2019-03-18 19:40:00";160;"2019-03-18 22:20:00"
2090;2090;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"8:55";"10h 15m";"1 stop";"No info";13555;"2019-03-18 08:55:00";615;"2019-03-18 19:10:00"
2091;2091;"IndiGo";"2019-03-18";"Kolkata";"Banglore";"5:30";"2h 50m";"non-stop";"No info";4462;"2019-03-18 05:30:00";170;"2019-03-18 08:20:00"
2092;2092;"Air India";"2019-03-18";"Banglore";"New Delhi";"13:50";"28h 50m";"1 stop";"No info";11161;"2019-03-18 13:50:00";1730;"2019-03-19 18:40:00"
2093;2093;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"14:05";"7h 15m";"1 stop";"No info";16946;"2019-03-18 14:05:00";435;"2019-03-18 21:20:00"
2094;2094;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"11:40";"11h 20m";"1 stop";"No info";13555;"2019-03-18 11:40:00";680;"2019-03-18 23:00:00"
2095;2095;"IndiGo";"2019-03-18";"Kolkata";"Banglore";"10:10";"2h 45m";"non-stop";"No info";4462;"2019-03-18 10:10:00";165;"2019-03-18 12:55:00"
2096;2096;"SpiceJet";"2019-03-18";"Chennai";"Kolkata";"9:30";"2h 35m";"non-stop";"No info";3859;"2019-03-18 09:30:00";155;"2019-03-18 12:05:00"
2097;2097;"IndiGo";"2019-03-18";"Kolkata";"Banglore";"17:15";"2h 40m";"non-stop";"No info";4462;"2019-03-18 17:15:00";160;"2019-03-18 19:55:00"
2098;2098;"Air Asia";"2019-03-18";"Kolkata";"Banglore";"19:35";"2h 30m";"non-stop";"No info";4384;"2019-03-18 19:35:00";150;"2019-03-18 22:05:00"
2099;2099;"IndiGo";"2019-03-18";"Banglore";"New Delhi";"16:55";"4h 55m";"1 stop";"No info";4049;"2019-03-18 16:55:00";295;"2019-03-18 21:50:00"
2100;2100;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"11:40";"20h 35m";"1 stop";"No info";12284;"2019-03-18 11:40:00";1235;"2019-03-19 08:15:00"
2101;2101;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"8:55";"6h 20m";"1 stop";"No info";12284;"2019-03-18 08:55:00";380;"2019-03-18 15:15:00"
2102;2102;"IndiGo";"2019-03-18";"Mumbai";"Hyderabad";"19:05";"1h 25m";"non-stop";"No info";2754;"2019-03-18 19:05:00";85;"2019-03-18 20:30:00"
2103;2103;"IndiGo";"2019-03-18";"Banglore";"New Delhi";"12:10";"4h 55m";"1 stop";"No info";4410;"2019-03-18 12:10:00";295;"2019-03-18 17:05:00"
2104;2104;"Air India";"2019-03-18";"Mumbai";"Hyderabad";"19:30";"1h 15m";"non-stop";"No info";2050;"2019-03-18 19:30:00";75;"2019-03-18 20:45:00"
2105;2105;"IndiGo";"2019-03-18";"Banglore";"New Delhi";"22:20";"2h 50m";"non-stop";"No info";4545;"2019-03-18 22:20:00";170;"2019-03-19 01:10:00"
2106;2106;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"8:00";"5h 15m";"1 stop";"No info";12284;"2019-03-18 08:00:00";315;"2019-03-18 13:15:00"
2107;2107;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"14:05";"15h";"1 stop";"No info";13555;"2019-03-18 14:05:00";900;"2019-03-19 05:05:00"
2108;2108;"Air India";"2019-03-18";"Banglore";"New Delhi";"21:05";"2h 50m";"non-stop";"No info";4441;"2019-03-18 21:05:00";170;"2019-03-18 23:55:00"
2109;2109;"IndiGo";"2019-03-18";"Mumbai";"Hyderabad";"6:20";"1h 25m";"non-stop";"No info";3342;"2019-03-18 06:20:00";85;"2019-03-18 07:45:00"
2110;2110;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"16:55";"6h 5m";"1 stop";"In-flight meal not included";11087;"2019-03-18 16:55:00";365;"2019-03-18 23:00:00"
2111;2111;"Air India";"2019-03-18";"Banglore";"New Delhi";"10:30";"7h 15m";"2 stops";"No info";13261;"2019-03-18 10:30:00";435;"2019-03-18 17:45:00"
2112;2112;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"11:40";"17h 25m";"1 stop";"In-flight meal not included";11087;"2019-03-18 11:40:00";1045;"2019-03-19 05:05:00"
2113;2113;"SpiceJet";"2019-03-18";"Banglore";"New Delhi";"5:45";"2h 50m";"non-stop";"No check-in baggage included";4273;"2019-03-18 05:45:00";170;"2019-03-18 08:35:00"
2114;2114;"Air India";"2019-03-18";"Banglore";"New Delhi";"8:50";"14h 35m";"2 stops";"No info";11728;"2019-03-18 08:50:00";875;"2019-03-18 23:25:00"
2115;2115;"SpiceJet";"2019-03-18";"Mumbai";"Hyderabad";"13:10";"1h 20m";"non-stop";"No info";2437;"2019-03-18 13:10:00";80;"2019-03-18 14:30:00"
2116;2116;"Jet Airways";"2019-03-18";"Mumbai";"Hyderabad";"15:50";"1h 30m";"non-stop";"In-flight meal not included";2228;"2019-03-18 15:50:00";90;"2019-03-18 17:20:00"
2117;2117;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"14:05";"17h 35m";"1 stop";"In-flight meal not included";10972;"2019-03-18 14:05:00";1055;"2019-03-19 07:40:00"
2118;2118;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"21:25";"13h";"1 stop";"No info";13555;"2019-03-18 21:25:00";780;"2019-03-19 10:25:00"
2119;2119;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"7:00";"9h 10m";"1 stop";"No info";12284;"2019-03-18 07:00:00";550;"2019-03-18 16:10:00"
2120;2120;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"8:55";"7h";"2 stops";"In-flight meal not included";11245;"2019-03-18 08:55:00";420;"2019-03-18 15:55:00"
2121;2121;"Air India";"2019-03-18";"Delhi";"Cochin";"5:10";"2h 50m";"non-stop";"No info";5674;"2019-03-18 05:10:00";170;"2019-03-18 08:00:00"
2122;2122;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"8:00";"7h 15m";"1 stop";"No info";12284;"2019-03-18 08:00:00";435;"2019-03-18 15:15:00"
2123;2123;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"11:40";"17h 25m";"1 stop";"No info";13555;"2019-03-18 11:40:00";1045;"2019-03-19 05:05:00"
2124;2124;"Air India";"2019-03-18";"Banglore";"New Delhi";"6:45";"33h 45m";"2 stops";"No info";10835;"2019-03-18 06:45:00";2025;"2019-03-19 16:30:00"
2125;2125;"SpiceJet";"2019-03-18";"Kolkata";"Banglore";"6:55";"2h 40m";"non-stop";"No check-in baggage included";4413;"2019-03-18 06:55:00";160;"2019-03-18 09:35:00"
2126;2126;"SpiceJet";"2019-03-18";"Mumbai";"Hyderabad";"5:45";"1h 20m";"non-stop";"No check-in baggage included";2385;"2019-03-18 05:45:00";80;"2019-03-18 07:05:00"
2127;2127;"Air India";"2019-03-18";"Delhi";"Cochin";"18:05";"3h 5m";"non-stop";"No info";4729;"2019-03-18 18:05:00";185;"2019-03-18 21:10:00"
2128;2128;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"11:40";"7h 30m";"1 stop";"No info";14815;"2019-03-18 11:40:00";450;"2019-03-18 19:10:00"
2129;2129;"Air India";"2019-03-18";"Banglore";"New Delhi";"8:50";"31h 40m";"2 stops";"No info";10835;"2019-03-18 08:50:00";1900;"2019-03-19 16:30:00"
2130;2130;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"5:45";"7h 30m";"1 stop";"No info";12284;"2019-03-18 05:45:00";450;"2019-03-18 13:15:00"
2131;2131;"Air India";"2019-03-18";"Kolkata";"Banglore";"14:15";"2h 30m";"non-stop";"No info";5170;"2019-03-18 14:15:00";150;"2019-03-18 16:45:00"
2132;2132;"IndiGo";"2019-03-18";"Kolkata";"Banglore";"9:35";"2h 45m";"non-stop";"No info";4462;"2019-03-18 09:35:00";165;"2019-03-18 12:20:00"
2133;2133;"SpiceJet";"2019-03-18";"Chennai";"Kolkata";"17:45";"2h 20m";"non-stop";"No info";3384;"2019-03-18 17:45:00";140;"2019-03-18 20:05:00"
2134;2134;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"5:45";"6h 40m";"1 stop";"No info";12284;"2019-03-18 05:45:00";400;"2019-03-18 12:25:00"
2135;2135;"SpiceJet";"2019-03-18";"Banglore";"New Delhi";"20:30";"2h 50m";"non-stop";"No info";4377;"2019-03-18 20:30:00";170;"2019-03-18 23:20:00"
2136;2136;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"14:05";"5h 5m";"1 stop";"In-flight meal not included";13502;"2019-03-18 14:05:00";305;"2019-03-18 19:10:00"
2137;2137;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"5:45";"5h";"1 stop";"No info";12284;"2019-03-18 05:45:00";300;"2019-03-18 10:45:00"
2138;2138;"Jet Airways";"2019-03-18";"Mumbai";"Hyderabad";"19:35";"1h 30m";"non-stop";"No info";5678;"2019-03-18 19:35:00";90;"2019-03-18 21:05:00"
2139;2139;"Air India";"2019-03-18";"Banglore";"New Delhi";"11:05";"11h 5m";"2 stops";"No info";10846;"2019-03-18 11:05:00";665;"2019-03-18 22:10:00"
2140;2140;"Jet Airways";"2019-03-18";"Mumbai";"Hyderabad";"7:10";"1h 25m";"non-stop";"In-flight meal not included";4995;"2019-03-18 07:10:00";85;"2019-03-18 08:35:00"
2141;2141;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"14:05";"6h 15m";"1 stop";"In-flight meal not included";11087;"2019-03-18 14:05:00";375;"2019-03-18 20:20:00"
2142;2142;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"5:45";"10h 25m";"1 stop";"No info";12284;"2019-03-18 05:45:00";625;"2019-03-18 16:10:00"
2143;2143;"SpiceJet";"2019-03-18";"Kolkata";"Banglore";"22:20";"2h 20m";"non-stop";"No info";3847;"2019-03-18 22:20:00";140;"2019-03-19 00:40:00"
2144;2144;"Vistara";"2019-03-18";"Banglore";"New Delhi";"21:10";"2h 55m";"non-stop";"No info";11598;"2019-03-18 21:10:00";175;"2019-03-19 00:05:00"
2145;2145;"SpiceJet";"2019-03-18";"Mumbai";"Hyderabad";"22:45";"1h 25m";"non-stop";"No check-in baggage included";1965;"2019-03-18 22:45:00";85;"2019-03-19 00:10:00"
2146;2146;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"22:50";"10h 10m";"1 stop";"In-flight meal not included";11087;"2019-03-18 22:50:00";610;"2019-03-19 09:00:00"
2147;2147;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"14:05";"5h 5m";"1 stop";"No info";14815;"2019-03-18 14:05:00";305;"2019-03-18 19:10:00"
2148;2148;"Air India";"2019-03-18";"Mumbai";"Hyderabad";"6:20";"1h 20m";"non-stop";"No info";3100;"2019-03-18 06:20:00";80;"2019-03-18 07:40:00"
2149;2149;"Vistara";"2019-03-18";"Chennai";"Kolkata";"7:05";"2h 15m";"non-stop";"No info";4842;"2019-03-18 07:05:00";135;"2019-03-18 09:20:00"
2150;2150;"Air India";"2019-03-18";"Delhi";"Cochin";"14:10";"3h";"non-stop";"No info";5674;"2019-03-18 14:10:00";180;"2019-03-18 17:10:00"
2151;2151;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"11:40";"8h 40m";"1 stop";"No info";13555;"2019-03-18 11:40:00";520;"2019-03-18 20:20:00"
2152;2152;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"22:50";"10h 40m";"1 stop";"In-flight meal not included";11087;"2019-03-18 22:50:00";640;"2019-03-19 09:30:00"
2153;2153;"Air Asia";"2019-03-18";"Kolkata";"Banglore";"10:20";"2h 35m";"non-stop";"No info";4384;"2019-03-18 10:20:00";155;"2019-03-18 12:55:00"
2154;2154;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"22:50";"9h 25m";"1 stop";"In-flight meal not included";11087;"2019-03-18 22:50:00";565;"2019-03-19 08:15:00"
2155;2155;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"7:00";"24h 40m";"1 stop";"No info";11455;"2019-03-18 07:00:00";1480;"2019-03-19 07:40:00"
2156;2156;"SpiceJet";"2019-03-18";"Kolkata";"Banglore";"17:15";"2h 30m";"non-stop";"No check-in baggage included";4413;"2019-03-18 17:15:00";150;"2019-03-18 19:45:00"
2157;2157;"Air India";"2019-03-18";"Banglore";"New Delhi";"8:50";"25h 45m";"2 stops";"No info";11885;"2019-03-18 08:50:00";1545;"2019-03-19 10:35:00"
2158;2158;"Jet Airways";"2019-03-18";"Mumbai";"Hyderabad";"10:20";"1h 30m";"non-stop";"In-flight meal not included";4160;"2019-03-18 10:20:00";90;"2019-03-18 11:50:00"
2159;2159;"Air India";"2019-03-18";"Banglore";"New Delhi";"11:05";"35h 5m";"2 stops";"No info";11161;"2019-03-18 11:05:00";2105;"2019-03-19 22:10:00"
2160;2160;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"22:50";"9h 25m";"1 stop";"No info";13555;"2019-03-18 22:50:00";565;"2019-03-19 08:15:00"
2161;2161;"Air India";"2019-03-18";"Banglore";"New Delhi";"8:50";"38h 35m";"2 stops";"No info";10783;"2019-03-18 08:50:00";2315;"2019-03-19 23:25:00"
2162;2162;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"22:50";"6h 15m";"1 stop";"No info";54826;"2019-03-18 22:50:00";375;"2019-03-19 05:05:00"
2163;2163;"IndiGo";"2019-03-18";"Mumbai";"Hyderabad";"12:00";"1h 25m";"non-stop";"No info";2754;"2019-03-18 12:00:00";85;"2019-03-18 13:25:00"
2164;2164;"Air India";"2019-03-18";"Chennai";"Kolkata";"11:40";"2h 15m";"non-stop";"No info";4405;"2019-03-18 11:40:00";135;"2019-03-18 13:55:00"
2165;2165;"IndiGo";"2019-03-18";"Kolkata";"Banglore";"20:25";"2h 40m";"non-stop";"No info";4462;"2019-03-18 20:25:00";160;"2019-03-18 23:05:00"
2166;2166;"IndiGo";"2019-03-18";"Kolkata";"Banglore";"22:10";"2h 45m";"non-stop";"No info";4148;"2019-03-18 22:10:00";165;"2019-03-19 00:55:00"
2167;2167;"Air India";"2019-03-18";"Mumbai";"Hyderabad";"21:05";"1h 20m";"non-stop";"No info";2050;"2019-03-18 21:05:00";80;"2019-03-18 22:25:00"
2168;2168;"IndiGo";"2019-03-18";"Mumbai";"Hyderabad";"9:10";"1h 30m";"non-stop";"No info";4049;"2019-03-18 09:10:00";90;"2019-03-18 10:40:00"
2169;2169;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"11:40";"21h 20m";"1 stop";"In-flight meal not included";11087;"2019-03-18 11:40:00";1280;"2019-03-19 09:00:00"
2170;2170;"IndiGo";"2019-03-18";"Kolkata";"Banglore";"15:20";"2h 35m";"non-stop";"No info";4462;"2019-03-18 15:20:00";155;"2019-03-18 17:55:00"
2171;2171;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"22:50";"10h 10m";"1 stop";"No info";13555;"2019-03-18 22:50:00";610;"2019-03-19 09:00:00"
2172;2172;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"5:45";"4h 40m";"1 stop";"No info";12284;"2019-03-18 05:45:00";280;"2019-03-18 10:25:00"
2173;2173;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"22:50";"21h 30m";"1 stop";"In-flight meal not included";11087;"2019-03-18 22:50:00";1290;"2019-03-19 20:20:00"
2174;2174;"Air Asia";"2019-03-18";"Kolkata";"Banglore";"22:50";"2h 30m";"non-stop";"No info";4082;"2019-03-18 22:50:00";150;"2019-03-19 01:20:00"
2175;2175;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"7:00";"5h 25m";"1 stop";"No info";12284;"2019-03-18 07:00:00";325;"2019-03-18 12:25:00"
2176;2176;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"8:55";"7h 15m";"1 stop";"No info";12284;"2019-03-18 08:55:00";435;"2019-03-18 16:10:00"
2177;2177;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"16:55";"17h 30m";"1 stop";"In-flight meal not included";11087;"2019-03-18 16:55:00";1050;"2019-03-19 10:25:00"
2178;2178;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"7:00";"6h 15m";"1 stop";"No info";12284;"2019-03-18 07:00:00";375;"2019-03-18 13:15:00"
2179;2179;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"22:50";"11h 35m";"1 stop";"In-flight meal not included";11087;"2019-03-18 22:50:00";695;"2019-03-19 10:25:00"
2180;2180;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"11:40";"20h";"1 stop";"No info";12284;"2019-03-18 11:40:00";1200;"2019-03-19 07:40:00"
2181;2181;"Jet Airways";"2019-03-18";"Mumbai";"Hyderabad";"2:55";"1h 30m";"non-stop";"In-flight meal not included";2228;"2019-03-18 02:55:00";90;"2019-03-18 04:25:00"
2182;2182;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"16:55";"15h 20m";"1 stop";"No info";13555;"2019-03-18 16:55:00";920;"2019-03-19 08:15:00"
2183;2183;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"22:50";"10h 40m";"1 stop";"No info";13555;"2019-03-18 22:50:00";640;"2019-03-19 09:30:00"
2184;2184;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"8:00";"23h 40m";"1 stop";"No info";12284;"2019-03-18 08:00:00";1420;"2019-03-19 07:40:00"
2185;2185;"GoAir";"2019-03-18";"Banglore";"New Delhi";"11:40";"2h 55m";"non-stop";"No info";4340;"2019-03-18 11:40:00";175;"2019-03-18 14:35:00"
2186;2186;"Air India";"2019-03-18";"Banglore";"New Delhi";"13:20";"2h 50m";"non-stop";"No info";4441;"2019-03-18 13:20:00";170;"2019-03-18 16:10:00"
2187;2187;"Air India";"2019-03-18";"Banglore";"New Delhi";"6:45";"27h 50m";"2 stops";"No info";12305;"2019-03-18 06:45:00";1670;"2019-03-19 10:35:00"
2188;2188;"Air India";"2019-03-18";"Banglore";"New Delhi";"17:00";"2h 45m";"non-stop";"No info";4441;"2019-03-18 17:00:00";165;"2019-03-18 19:45:00"
2189;2189;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"16:55";"12h 10m";"1 stop";"In-flight meal not included";11087;"2019-03-18 16:55:00";730;"2019-03-19 05:05:00"
2190;2190;"Jet Airways";"2019-03-18";"Mumbai";"Hyderabad";"2:55";"1h 30m";"non-stop";"No info";5678;"2019-03-18 02:55:00";90;"2019-03-18 04:25:00"
2191;2191;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"14:05";"6h 15m";"1 stop";"No info";13555;"2019-03-18 14:05:00";375;"2019-03-18 20:20:00"
2192;2192;"IndiGo";"2019-03-18";"Chennai";"Kolkata";"22:05";"2h 20m";"non-stop";"No info";5277;"2019-03-18 22:05:00";140;"2019-03-19 00:25:00"
2193;2193;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"5:45";"9h 30m";"1 stop";"No info";12284;"2019-03-18 05:45:00";570;"2019-03-18 15:15:00"
2194;2194;"Air India";"2019-03-18";"Banglore";"New Delhi";"17:00";"2h 45m";"non-stop";"No info";11633;"2019-03-18 17:00:00";165;"2019-03-18 19:45:00"
2195;2195;"IndiGo";"2019-03-18";"Mumbai";"Hyderabad";"16:55";"1h 30m";"non-stop";"No info";3175;"2019-03-18 16:55:00";90;"2019-03-18 18:25:00"
2196;2196;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"18:40";"13h";"1 stop";"No info";12284;"2019-03-18 18:40:00";780;"2019-03-19 07:40:00"
2197;2197;"Air India";"2019-03-18";"Banglore";"New Delhi";"17:25";"17h 10m";"2 stops";"No info";12568;"2019-03-18 17:25:00";1030;"2019-03-19 10:35:00"
2198;2198;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"7:00";"8h 15m";"1 stop";"No info";12284;"2019-03-18 07:00:00";495;"2019-03-18 15:15:00"
2199;2199;"Air India";"2019-03-18";"Banglore";"New Delhi";"0:30";"8h 15m";"1 stop";"No info";13859;"2019-03-18 00:30:00";495;"2019-03-18 08:45:00"
2200;2200;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"5:45";"12h 40m";"1 stop";"No info";12284;"2019-03-18 05:45:00";760;"2019-03-18 18:25:00"
2201;2201;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"16:55";"6h 5m";"1 stop";"No info";13555;"2019-03-18 16:55:00";365;"2019-03-18 23:00:00"
2202;2202;"SpiceJet";"2019-03-18";"Chennai";"Kolkata";"8:20";"2h 15m";"non-stop";"No info";3859;"2019-03-18 08:20:00";135;"2019-03-18 10:35:00"
2203;2203;"IndiGo";"2019-03-18";"Delhi";"Cochin";"21:05";"3h 15m";"non-stop";"No info";5021;"2019-03-18 21:05:00";195;"2019-03-19 00:20:00"
2204;2204;"IndiGo";"2019-03-18";"Banglore";"New Delhi";"16:15";"4h 20m";"1 stop";"No info";4437;"2019-03-18 16:15:00";260;"2019-03-18 20:35:00"
2205;2205;"Air India";"2019-03-18";"Kolkata";"Banglore";"20:45";"2h 35m";"non-stop";"No info";4435;"2019-03-18 20:45:00";155;"2019-03-18 23:20:00"
2206;2206;"IndiGo";"2019-03-18";"Chennai";"Kolkata";"13:20";"2h 15m";"non-stop";"No info";3858;"2019-03-18 13:20:00";135;"2019-03-18 15:35:00"
2207;2207;"IndiGo";"2019-03-18";"Chennai";"Kolkata";"7:55";"2h 20m";"non-stop";"No info";3850;"2019-03-18 07:55:00";140;"2019-03-18 10:15:00"
2208;2208;"SpiceJet";"2019-03-18";"Mumbai";"Hyderabad";"22:45";"1h 25m";"non-stop";"No info";2017;"2019-03-18 22:45:00";85;"2019-03-19 00:10:00"
2209;2209;"Air India";"2019-03-18";"Banglore";"New Delhi";"6:45";"9h 35m";"2 stops";"No info";12935;"2019-03-18 06:45:00";575;"2019-03-18 16:20:00"
2210;2210;"IndiGo";"2019-03-18";"Kolkata";"Banglore";"15:10";"2h 35m";"non-stop";"No info";4462;"2019-03-18 15:10:00";155;"2019-03-18 17:45:00"
2211;2211;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"16:55";"14h 45m";"1 stop";"No info";13555;"2019-03-18 16:55:00";885;"2019-03-19 07:40:00"
2212;2212;"Air India";"2019-03-18";"Banglore";"New Delhi";"17:25";"30h";"2 stops";"No info";11518;"2019-03-18 17:25:00";1800;"2019-03-19 23:25:00"
2213;2213;"Air India";"2019-03-18";"Banglore";"New Delhi";"6:45";"28h 25m";"2 stops";"No info";11234;"2019-03-18 06:45:00";1705;"2019-03-19 11:10:00"
2214;2214;"Vistara";"2019-03-18";"Banglore";"New Delhi";"16:00";"2h 35m";"non-stop";"No info";11913;"2019-03-18 16:00:00";155;"2019-03-18 18:35:00"
2215;2215;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"16:55";"16h 5m";"1 stop";"In-flight meal not included";11087;"2019-03-18 16:55:00";965;"2019-03-19 09:00:00"
2216;2216;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"8:55";"7h";"2 stops";"No info";16338;"2019-03-18 08:55:00";420;"2019-03-18 15:55:00"
2217;2217;"Jet Airways";"2019-03-18";"Mumbai";"Hyderabad";"19:35";"1h 30m";"non-stop";"In-flight meal not included";2071;"2019-03-18 19:35:00";90;"2019-03-18 21:05:00"
2218;2218;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"14:05";"18h 10m";"1 stop";"No info";12284;"2019-03-18 14:05:00";1090;"2019-03-19 08:15:00"
2219;2219;"IndiGo";"2019-03-18";"Delhi";"Cochin";"14:30";"3h 5m";"non-stop";"No info";5406;"2019-03-18 14:30:00";185;"2019-03-18 17:35:00"
2220;2220;"SpiceJet";"2019-03-18";"Mumbai";"Hyderabad";"5:45";"1h 20m";"non-stop";"No info";2437;"2019-03-18 05:45:00";80;"2019-03-18 07:05:00"
2221;2221;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"11:40";"22h 45m";"1 stop";"In-flight meal not included";11087;"2019-03-18 11:40:00";1365;"2019-03-19 10:25:00"
2222;2222;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"18:40";"13h";"1 stop";"In-flight meal not included";10972;"2019-03-18 18:40:00";780;"2019-03-19 07:40:00"
2223;2223;"IndiGo";"2019-03-18";"Chennai";"Kolkata";"11:35";"2h 25m";"non-stop";"No info";3858;"2019-03-18 11:35:00";145;"2019-03-18 14:00:00"
2224;2224;"IndiGo";"2019-03-18";"Chennai";"Kolkata";"19:35";"2h 20m";"non-stop";"No info";4332;"2019-03-18 19:35:00";140;"2019-03-18 21:55:00"
2225;2225;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"11:40";"8h 40m";"1 stop";"In-flight meal not included";11087;"2019-03-18 11:40:00";520;"2019-03-18 20:20:00"
2226;2226;"Air Asia";"2019-03-18";"Banglore";"New Delhi";"5:50";"2h 50m";"non-stop";"No info";4284;"2019-03-18 05:50:00";170;"2019-03-18 08:40:00"
2227;2227;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"21:25";"11h 35m";"1 stop";"No info";13555;"2019-03-18 21:25:00";695;"2019-03-19 09:00:00"
2228;2228;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"21:25";"12h 5m";"1 stop";"No info";13555;"2019-03-18 21:25:00";725;"2019-03-19 09:30:00"
2229;2229;"Jet Airways";"2019-03-18";"Mumbai";"Hyderabad";"15:50";"1h 30m";"non-stop";"No info";5678;"2019-03-18 15:50:00";90;"2019-03-18 17:20:00"
2230;2230;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"18:40";"6h 5m";"1 stop";"No info";54826;"2019-03-18 18:40:00";365;"2019-03-19 00:45:00"
2231;2231;"IndiGo";"2019-03-18";"Mumbai";"Hyderabad";"2:30";"1h 30m";"non-stop";"No info";2754;"2019-03-18 02:30:00";90;"2019-03-18 04:00:00"
2232;2232;"SpiceJet";"2019-03-18";"Kolkata";"Banglore";"6:55";"2h 40m";"non-stop";"No info";4465;"2019-03-18 06:55:00";160;"2019-03-18 09:35:00"
2233;2233;"IndiGo";"2019-03-18";"Mumbai";"Hyderabad";"21:20";"1h 25m";"non-stop";"No info";2227;"2019-03-18 21:20:00";85;"2019-03-18 22:45:00"
